Contry,Variable,Indicador,Valor
Belize,Export,Export Product share(%),41.11
Belize,Export,Export Product share(%),0.12
Belize,Export,Export Product share(%),8.18
Belize,Export,Export Product share(%),0.38
Belize,Export,Export Product share(%),29.64
Belize,Export,Export Product share(%),4.62
Belize,Export,Export Product share(%),1.41
Belize,Export,Export Product share(%),0.03
Belize,Export,Export Product share(%),16.79
Belize,Export,Export Product share(%),0.97
Belize,Export,Export Product share(%),21.36
Belize,Export,Export Product share(%),0.84
Belize,Export,Export Product share(%),0.68
Belize,Export,Export Product share(%),1.2
Belize,Export,Export Product share(%),6.19
Belize,Export,Export Product share(%),1.66
Belize,Import,Import Product share(%),21.81
Belize,Import,Import Product share(%),60.44
Belize,Import,Import Product share(%),14.14
Belize,Import,Import Product share(%),2.75
Bolivia,Export,Trade (US$ Mil)-Top 5 Export Partner,1472.84
Bolivia,Import,Trade (US$ Mil)-Top 5 Import Partner,1149.04
Bolivia,Export,Trade (US$ Mil)-Top 5 Export Partner,0
Bolivia,Export,Trade (US$ Mil)-Top 5 Export Partner,2447.43
Bolivia,Import,Trade (US$ Mil)-Top 5 Import Partner,1609.39
Bolivia,Import,Trade (US$ Mil)-Top 5 Import Partner,0
Bolivia,Export,Trade (US$ Mil)-Top 5 Export Partner,465.61
Bolivia,Import,Trade (US$ Mil)-Top 5 Import Partner,1747.42
Bolivia,Export,Trade (US$ Mil)-Top 5 Export Partner,551.65
Bolivia,Import,Trade (US$ Mil)-Top 5 Import Partner,0
Bolivia,Export,Trade (US$ Mil)-Top 5 Export Partner,0
Bolivia,Import,Trade (US$ Mil)-Top 5 Import Partner,0
Bolivia,Export,Trade (US$ Mil)-Top 5 Export Partner,0
Bolivia,Export,Trade (US$ Mil)-Top 5 Export Partner,0
Bolivia,Import,Trade (US$ Mil)-Top 5 Import Partner,605.48
Bolivia,Export,Trade (US$ Mil)-Top 5 Export Partner,0
Bolivia,Export,Trade (US$ Mil)-Top 5 Export Partner,0
Bolivia,Export,Trade (US$ Mil)-Top 5 Export Partner,1054.32
Bolivia,Import,Trade (US$ Mil)-Top 5 Import Partner,1035.21
Bolivia,Export,Trade (US$ Mil)-Top 5 Export Partner,0
Bolivia,Export,Trade (US$ Mil)-Top 5 Export Partner,0
Bolivia,Export,Export(US$ Mil),43.76
Bolivia,Export,Export(US$ Mil),6.93
Bolivia,Export,Export(US$ Mil),58.03
Bolivia,Export,Export(US$ Mil),4112.16
Bolivia,Export,Export(US$ Mil),627.71
Bolivia,Export,Export(US$ Mil),9.67
Bolivia,Export,Export(US$ Mil),4031.79
Bolivia,Export,Export(US$ Mil),47.18
Bolivia,Export,Export(US$ Mil),2170.28
Bolivia,Export,Export(US$ Mil),5.55
Bolivia,Export,Export(US$ Mil),283.9
Bolivia,Export,Export(US$ Mil),1734.73
Bolivia,Export,Export(US$ Mil),16.72
Bolivia,Export,Export(US$ Mil),4.5
Bolivia,Export,Export(US$ Mil),2432.65
Bolivia,Export,Export(US$ Mil),966.46
Bolivia,Export,Export(US$ Mil),34.1
Bolivia,Export,Export(US$ Mil),0
Bolivia,Export,Export(US$ Mil),808.27
Bolivia,Export,Export(US$ Mil),53.54
Bolivia,Export,Exports (in US$ Mil),8725.92
Bolivia,Import,Import(US$ Mil),3379.8
Bolivia,Import,Import(US$ Mil),3880.29
Bolivia,Import,Import(US$ Mil),2302.27
Bolivia,Import,Import(US$ Mil),132.79
Bolivia,Import,Imports (in US$ Mil),9766.44
Bolivia,Export,Partner share(%)-Top 5 Export Partner,16.88
Bolivia,Import,Partner share(%)-Top 5 Import Partner,11.77
Bolivia,Export,Partner share(%)-Top 5 Export Partner,0
Bolivia,Export,Partner share(%)-Top 5 Export Partner,28.05
Bolivia,Import,Partner share(%)-Top 5 Import Partner,16.48
Bolivia,Import,Partner share(%)-Top 5 Import Partner,0
Bolivia,Export,Partner share(%)-Top 5 Export Partner,5.34
Bolivia,Import,Partner share(%)-Top 5 Import Partner,17.89
Bolivia,Export,Partner share(%)-Top 5 Export Partner,6.32
Bolivia,Import,Partner share(%)-Top 5 Import Partner,0
Bolivia,Export,Partner share(%)-Top 5 Export Partner,0
Bolivia,Import,Partner share(%)-Top 5 Import Partner,0
Bolivia,Export,Partner share(%)-Top 5 Export Partner,0
Bolivia,Export,Partner share(%)-Top 5 Export Partner,0
Bolivia,Import,Partner share(%)-Top 5 Import Partner,6.2
Bolivia,Export,Partner share(%)-Top 5 Export Partner,0
Bolivia,Export,Partner share(%)-Top 5 Export Partner,0
Bolivia,Export,Partner share(%)-Top 5 Export Partner,12.08
Bolivia,Import,Partner share(%)-Top 5 Import Partner,10.6
Bolivia,Export,Partner share(%)-Top 5 Export Partner,0
Bolivia,Export,Partner share(%)-Top 5 Export Partner,0
Bolivia,Export,Export Product share(%),0.5
Bolivia,Export,Export Product share(%),0.08
Bolivia,Export,Export Product share(%),0.67
Bolivia,Export,Export Product share(%),47.13
Bolivia,Export,Export Product share(%),7.19
Bolivia,Export,Export Product share(%),0.11
Bolivia,Export,Export Product share(%),46.2
Bolivia,Export,Export Product share(%),0.54
Bolivia,Export,Export Product share(%),24.87
Bolivia,Export,Export Product share(%),0.06
Bolivia,Export,Export Product share(%),3.25
Bolivia,Export,Export Product share(%),19.88
Bolivia,Export,Export Product share(%),0.19
Bolivia,Export,Export Product share(%),0.05
Bolivia,Export,Export Product share(%),27.88
Bolivia,Export,Export Product share(%),11.08
Bolivia,Export,Export Product share(%),0.39
Bolivia,Export,Export Product share(%),0
Bolivia,Export,Export Product share(%),9.26
Bolivia,Export,Export Product share(%),0.61
Bolivia,Import,Import Product share(%),34.61
Bolivia,Import,Import Product share(%),39.73
Bolivia,Import,Import Product share(%),23.57
Bolivia,Import,Import Product share(%),1.36
Brazil,Export,Trade (US$ Mil)-Top 5 Export Partner,12800.02
Brazil,Import,Trade (US$ Mil)-Top 5 Import Partner,10284.59
Brazil,Export,Trade (US$ Mil)-Top 5 Export Partner,35607.52
Brazil,Import,Trade (US$ Mil)-Top 5 Import Partner,30719.41
Brazil,Export,Trade (US$ Mil)-Top 5 Export Partner,0
Brazil,Import,Trade (US$ Mil)-Top 5 Import Partner,0
Brazil,Export,Trade (US$ Mil)-Top 5 Export Partner,5171.57
Brazil,Import,Trade (US$ Mil)-Top 5 Import Partner,10376.72
Brazil,Import,Trade (US$ Mil)-Top 5 Import Partner,0
Brazil,Export,Trade (US$ Mil)-Top 5 Export Partner,0
Brazil,Import,Trade (US$ Mil)-Top 5 Import Partner,0
Brazil,Export,Trade (US$ Mil)-Top 5 Export Partner,0
Brazil,Import,Trade (US$ Mil)-Top 5 Import Partner,0
Brazil,Import,Trade (US$ Mil)-Top 5 Import Partner,5420.62
Brazil,Export,Trade (US$ Mil)-Top 5 Export Partner,10044.47
Brazil,Import,Trade (US$ Mil)-Top 5 Import Partner,0
Brazil,Import,Trade (US$ Mil)-Top 5 Import Partner,0
Brazil,Export,Trade (US$ Mil)-Top 5 Export Partner,24215.97
Brazil,Import,Trade (US$ Mil)-Top 5 Import Partner,26761.65
Brazil,Export,Export(US$ Mil),14482.62
Brazil,Export,Export(US$ Mil),27920.97
Brazil,Export,Export(US$ Mil),9914.08
Brazil,Export,Export(US$ Mil),24432.05
Brazil,Export,Export(US$ Mil),22340.91
Brazil,Export,Export(US$ Mil),1119.15
Brazil,Export,Export(US$ Mil),13748.09
Brazil,Export,Export(US$ Mil),2372.35
Brazil,Export,Export(US$ Mil),55256.97
Brazil,Export,Export(US$ Mil),15010.35
Brazil,Export,Export(US$ Mil),15266.1
Brazil,Export,Export(US$ Mil),17404.51
Brazil,Export,Export(US$ Mil),5226.16
Brazil,Export,Export(US$ Mil),5127.82
Brazil,Export,Export(US$ Mil),80217.86
Brazil,Export,Export(US$ Mil),4673.99
Brazil,Export,Export(US$ Mil),2378.81
Brazil,Export,Export(US$ Mil),16243.09
Brazil,Export,Export(US$ Mil),35792.02
Brazil,Export,Export(US$ Mil),10026.85
Brazil,Export,Exports (in US$ Mil),191126.89
Brazil,Import,Import(US$ Mil),58790.91
Brazil,Import,Import(US$ Mil),45618.82
Brazil,Import,Import(US$ Mil),49885.11
Brazil,Import,Import(US$ Mil),16400.64
Brazil,Import,Imports (in US$ Mil),171446.21
Brazil,Export,Partner share(%)-Top 5 Export Partner,6.7
Brazil,Import,Partner share(%)-Top 5 Import Partner,6
Brazil,Export,Partner share(%)-Top 5 Export Partner,18.63
Brazil,Import,Partner share(%)-Top 5 Import Partner,17.92
Brazil,Export,Partner share(%)-Top 5 Export Partner,0
Brazil,Import,Partner share(%)-Top 5 Import Partner,0
Brazil,Export,Partner share(%)-Top 5 Export Partner,2.71
Brazil,Import,Partner share(%)-Top 5 Import Partner,6.05
Brazil,Import,Partner share(%)-Top 5 Import Partner,0
Brazil,Export,Partner share(%)-Top 5 Export Partner,0
Brazil,Import,Partner share(%)-Top 5 Import Partner,0
Brazil,Export,Partner share(%)-Top 5 Export Partner,0
Brazil,Import,Partner share(%)-Top 5 Import Partner,0
Brazil,Import,Partner share(%)-Top 5 Import Partner,3.16
Brazil,Export,Partner share(%)-Top 5 Export Partner,5.26
Brazil,Import,Partner share(%)-Top 5 Import Partner,0
Brazil,Import,Partner share(%)-Top 5 Import Partner,0
Brazil,Export,Partner share(%)-Top 5 Export Partner,12.67
Brazil,Import,Partner share(%)-Top 5 Import Partner,15.61
Brazil,Export,Export Product share(%),7.58
Brazil,Export,Export Product share(%),14.61
Brazil,Export,Export Product share(%),5.19
Brazil,Export,Export Product share(%),12.78
Brazil,Export,Export Product share(%),11.69
Brazil,Export,Export Product share(%),0.59
Brazil,Export,Export Product share(%),7.19
Brazil,Export,Export Product share(%),1.24
Brazil,Export,Export Product share(%),28.91
Brazil,Export,Export Product share(%),7.85
Brazil,Export,Export Product share(%),7.99
Brazil,Export,Export Product share(%),9.11
Brazil,Export,Export Product share(%),2.73
Brazil,Export,Export Product share(%),2.68
Brazil,Export,Export Product share(%),41.97
Brazil,Export,Export Product share(%),2.45
Brazil,Export,Export Product share(%),1.24
Brazil,Export,Export Product share(%),8.5
Brazil,Export,Export Product share(%),18.73
Brazil,Export,Export Product share(%),5.25
Brazil,Import,Import Product share(%),34.29
Brazil,Import,Import Product share(%),26.61
Brazil,Import,Import Product share(%),29.1
Brazil,Import,Import Product share(%),9.57
Central African Republic,Export,Trade (US$ Mil)-Top 5 Export Partner,0
Central African Republic,Export,Trade (US$ Mil)-Top 5 Export Partner,0
Central African Republic,Import,Trade (US$ Mil)-Top 5 Import Partner,0
Central African Republic,Export,Trade (US$ Mil)-Top 5 Export Partner,0
Central African Republic,Export,Trade (US$ Mil)-Top 5 Export Partner,8.56
Central African Republic,Import,Trade (US$ Mil)-Top 5 Import Partner,0
Central African Republic,Export,Trade (US$ Mil)-Top 5 Export Partner,11.11
Central African Republic,Import,Trade (US$ Mil)-Top 5 Import Partner,0
Central African Republic,Export,Trade (US$ Mil)-Top 5 Export Partner,6.64
Central African Republic,Import,Trade (US$ Mil)-Top 5 Import Partner,30.29
Central African Republic,Export,Trade (US$ Mil)-Top 5 Export Partner,0
Central African Republic,Import,Trade (US$ Mil)-Top 5 Import Partner,0
Central African Republic,Export,Trade (US$ Mil)-Top 5 Export Partner,0
Central African Republic,Import,Trade (US$ Mil)-Top 5 Import Partner,0
Central African Republic,Import,Trade (US$ Mil)-Top 5 Import Partner,38.41
Central African Republic,Export,Trade (US$ Mil)-Top 5 Export Partner,0
Central African Republic,Export,Trade (US$ Mil)-Top 5 Export Partner,61.59
Central African Republic,Import,Trade (US$ Mil)-Top 5 Import Partner,96.19
Central African Republic,Export,Trade (US$ Mil)-Top 5 Export Partner,0
Central African Republic,Import,Trade (US$ Mil)-Top 5 Import Partner,0
Central African Republic,Export,Trade (US$ Mil)-Top 5 Export Partner,3.52
Central African Republic,Import,Trade (US$ Mil)-Top 5 Import Partner,0
Central African Republic,Import,Trade (US$ Mil)-Top 5 Import Partner,0
Central African Republic,Export,Trade (US$ Mil)-Top 5 Export Partner,0
Central African Republic,Import,Trade (US$ Mil)-Top 5 Import Partner,0
Central African Republic,Export,Trade (US$ Mil)-Top 5 Export Partner,0
Central African Republic,Export,Trade (US$ Mil)-Top 5 Export Partner,0
Central African Republic,Import,Trade (US$ Mil)-Top 5 Import Partner,0
Central African Republic,Import,Trade (US$ Mil)-Top 5 Import Partner,0
Central African Republic,Export,Trade (US$ Mil)-Top 5 Export Partner,0
Central African Republic,Export,Trade (US$ Mil)-Top 5 Export Partner,0
Central African Republic,Export,Trade (US$ Mil)-Top 5 Export Partner,0
Central African Republic,Export,Trade (US$ Mil)-Top 5 Export Partner,0
Central African Republic,Export,Trade (US$ Mil)-Top 5 Export Partner,0
Central African Republic,Export,Trade (US$ Mil)-Top 5 Export Partner,0
Central African Republic,Import,Trade (US$ Mil)-Top 5 Import Partner,55.89
Central African Republic,Export,Trade (US$ Mil)-Top 5 Export Partner,0
Central African Republic,Import,Trade (US$ Mil)-Top 5 Import Partner,0
Central African Republic,Export,Trade (US$ Mil)-Top 5 Export Partner,0
Central African Republic,Export,Export(US$ Mil),0
Central African Republic,Export,Export(US$ Mil),73.93
Central African Republic,Export,Export(US$ Mil),0
Central African Republic,Export,Export(US$ Mil),3.99
Central African Republic,Export,Export(US$ Mil),0
Central African Republic,Export,Export(US$ Mil),0
Central African Republic,Export,Export(US$ Mil),0.01
Central African Republic,Export,Export(US$ Mil),0
Central African Republic,Export,Export(US$ Mil),7.69
Central African Republic,Export,Export(US$ Mil),0.48
Central African Republic,Export,Export(US$ Mil),0.01
Central African Republic,Export,Export(US$ Mil),0
Central African Republic,Export,Export(US$ Mil),3.36
Central African Republic,Export,Export(US$ Mil),0.07
Central African Republic,Export,Export(US$ Mil),11.24
Central African Republic,Export,Export(US$ Mil),0.23
Central African Republic,Export,Export(US$ Mil),0.03
Central African Republic,Export,Export(US$ Mil),73.64
Central African Republic,Export,Export(US$ Mil),0.5
Central African Republic,Export,Export(US$ Mil),18.51
Central African Republic,Export,Exports (in US$ Mil),96.85
Central African Republic,Import,Import(US$ Mil),152.52
Central African Republic,Import,Import(US$ Mil),250.91
Central African Republic,Import,Import(US$ Mil),41.58
Central African Republic,Import,Import(US$ Mil),8.67
Central African Republic,Import,Imports (in US$ Mil),456.6
Central African Republic,Import,Trade (US$ Mil)-Top 5 Import Partner,43.7
Central African Republic,Export,Partner share(%)-Top 5 Export Partner,0
Central African Republic,Export,Partner share(%)-Top 5 Export Partner,0
Central African Republic,Import,Partner share(%)-Top 5 Import Partner,0
Central African Republic,Export,Partner share(%)-Top 5 Export Partner,0
Central African Republic,Export,Partner share(%)-Top 5 Export Partner,8.84
Central African Republic,Import,Partner share(%)-Top 5 Import Partner,0
Central African Republic,Export,Partner share(%)-Top 5 Export Partner,11.47
Central African Republic,Import,Partner share(%)-Top 5 Import Partner,0
Central African Republic,Export,Partner share(%)-Top 5 Export Partner,6.85
Central African Republic,Import,Partner share(%)-Top 5 Import Partner,6.63
Central African Republic,Export,Partner share(%)-Top 5 Export Partner,0
Central African Republic,Import,Partner share(%)-Top 5 Import Partner,0
Central African Republic,Export,Partner share(%)-Top 5 Export Partner,0
Central African Republic,Import,Partner share(%)-Top 5 Import Partner,0
Central African Republic,Import,Partner share(%)-Top 5 Import Partner,8.41
Central African Republic,Export,Partner share(%)-Top 5 Export Partner,0
Central African Republic,Export,Partner share(%)-Top 5 Export Partner,63.59
Central African Republic,Import,Partner share(%)-Top 5 Import Partner,21.07
Central African Republic,Export,Partner share(%)-Top 5 Export Partner,0
Central African Republic,Import,Partner share(%)-Top 5 Import Partner,0
Central African Republic,Export,Partner share(%)-Top 5 Export Partner,3.64
Central African Republic,Import,Partner share(%)-Top 5 Import Partner,0
Central African Republic,Import,Partner share(%)-Top 5 Import Partner,0
Central African Republic,Export,Partner share(%)-Top 5 Export Partner,0
Central African Republic,Import,Partner share(%)-Top 5 Import Partner,0
Central African Republic,Export,Partner share(%)-Top 5 Export Partner,0
Central African Republic,Export,Partner share(%)-Top 5 Export Partner,0
Central African Republic,Import,Partner share(%)-Top 5 Import Partner,0
Central African Republic,Import,Partner share(%)-Top 5 Import Partner,0
Central African Republic,Export,Partner share(%)-Top 5 Export Partner,0
Central African Republic,Export,Partner share(%)-Top 5 Export Partner,0
Central African Republic,Export,Partner share(%)-Top 5 Export Partner,0
Central African Republic,Export,Partner share(%)-Top 5 Export Partner,0
Central African Republic,Export,Partner share(%)-Top 5 Export Partner,0
Central African Republic,Export,Partner share(%)-Top 5 Export Partner,0
Central African Republic,Import,Partner share(%)-Top 5 Import Partner,12.24
Central African Republic,Export,Partner share(%)-Top 5 Export Partner,0
Central African Republic,Import,Partner share(%)-Top 5 Import Partner,0
Central African Republic,Export,Partner share(%)-Top 5 Export Partner,0
Central African Republic,Export,Export Product share(%),0
Central African Republic,Export,Export Product share(%),76.33
Central African Republic,Export,Export Product share(%),0
Central African Republic,Export,Export Product share(%),4.12
Central African Republic,Export,Export Product share(%),0
Central African Republic,Export,Export Product share(%),0
Central African Republic,Export,Export Product share(%),0.01
Central African Republic,Export,Export Product share(%),0
Central African Republic,Export,Export Product share(%),7.94
Central African Republic,Export,Export Product share(%),0.49
Central African Republic,Export,Export Product share(%),0.01
Central African Republic,Export,Export Product share(%),0
Central African Republic,Export,Export Product share(%),3.47
Central African Republic,Export,Export Product share(%),0.08
Central African Republic,Export,Export Product share(%),11.61
Central African Republic,Export,Export Product share(%),0.24
Central African Republic,Export,Export Product share(%),0.04
Central African Republic,Export,Export Product share(%),76.04
Central African Republic,Export,Export Product share(%),0.52
Central African Republic,Export,Export Product share(%),19.11
Central African Republic,Import,Import Product share(%),33.4
Central African Republic,Import,Import Product share(%),54.95
Central African Republic,Import,Import Product share(%),9.11
Central African Republic,Import,Import Product share(%),1.9
Central African Republic,Import,Partner share(%)-Top 5 Import Partner,9.57
Canada,Export,Trade (US$ Mil)-Top 5 Export Partner,15824.36
Canada,Import,Trade (US$ Mil)-Top 5 Import Partner,51377.08
Canada,Import,Trade (US$ Mil)-Top 5 Import Partner,0
Canada,Export,Trade (US$ Mil)-Top 5 Export Partner,0
Canada,Import,Trade (US$ Mil)-Top 5 Import Partner,13571.67
Canada,Export,Trade (US$ Mil)-Top 5 Export Partner,7641.6
Canada,Import,Trade (US$ Mil)-Top 5 Import Partner,11564.1
Canada,Export,Trade (US$ Mil)-Top 5 Export Partner,0
Canada,Import,Trade (US$ Mil)-Top 5 Import Partner,0
Canada,Export,Trade (US$ Mil)-Top 5 Export Partner,5160.1
Canada,Import,Trade (US$ Mil)-Top 5 Import Partner,24415.77
Canada,Export,Trade (US$ Mil)-Top 5 Export Partner,12482.99
Canada,Import,Trade (US$ Mil)-Top 5 Import Partner,0
Canada,Export,Trade (US$ Mil)-Top 5 Export Partner,313591.65
Canada,Import,Trade (US$ Mil)-Top 5 Import Partner,223198.72
Canada,Export,Export(US$ Mil),11246.75
Canada,Export,Export(US$ Mil),73470.65
Canada,Export,Export(US$ Mil),27873.13
Canada,Export,Export(US$ Mil),117368.83
Canada,Export,Export(US$ Mil),12469.93
Canada,Export,Export(US$ Mil),407.09
Canada,Export,Export(US$ Mil),77597.5
Canada,Export,Export(US$ Mil),1249.49
Canada,Export,Export(US$ Mil),103633.8
Canada,Export,Export(US$ Mil),44293.22
Canada,Export,Export(US$ Mil),30064.1
Canada,Export,Export(US$ Mil),7921.86
Canada,Export,Export(US$ Mil),32099.08
Canada,Export,Export(US$ Mil),15765.9
Canada,Export,Export(US$ Mil),94745.08
Canada,Export,Export(US$ Mil),19644.12
Canada,Export,Export(US$ Mil),3127.07
Canada,Export,Export(US$ Mil),73303.8
Canada,Export,Export(US$ Mil),24249.8
Canada,Export,Export(US$ Mil),27491.16
Canada,Export,Exports (in US$ Mil),408803.98
Canada,Import,Import(US$ Mil),150855.95
Canada,Import,Import(US$ Mil),147641.88
Canada,Import,Import(US$ Mil),74293.84
Canada,Import,Import(US$ Mil),34846.93
Canada,Import,Imports (in US$ Mil),419151.92
Canada,Export,Partner share(%)-Top 5 Export Partner,3.87
Canada,Import,Partner share(%)-Top 5 Import Partner,12.26
Canada,Import,Partner share(%)-Top 5 Import Partner,0
Canada,Export,Partner share(%)-Top 5 Export Partner,0
Canada,Import,Partner share(%)-Top 5 Import Partner,3.24
Canada,Export,Partner share(%)-Top 5 Export Partner,1.87
Canada,Import,Partner share(%)-Top 5 Import Partner,2.76
Canada,Export,Partner share(%)-Top 5 Export Partner,0
Canada,Import,Partner share(%)-Top 5 Import Partner,0
Canada,Export,Partner share(%)-Top 5 Export Partner,1.26
Canada,Import,Partner share(%)-Top 5 Import Partner,5.83
Canada,Export,Partner share(%)-Top 5 Export Partner,3.05
Canada,Import,Partner share(%)-Top 5 Import Partner,0
Canada,Export,Partner share(%)-Top 5 Export Partner,76.71
Canada,Import,Partner share(%)-Top 5 Import Partner,53.25
Canada,Export,Export Product share(%),2.75
Canada,Export,Export Product share(%),17.97
Canada,Export,Export Product share(%),6.82
Canada,Export,Export Product share(%),28.71
Canada,Export,Export Product share(%),3.05
Canada,Export,Export Product share(%),0.1
Canada,Export,Export Product share(%),18.98
Canada,Export,Export Product share(%),0.31
Canada,Export,Export Product share(%),25.35
Canada,Export,Export Product share(%),10.83
Canada,Export,Export Product share(%),7.35
Canada,Export,Export Product share(%),1.94
Canada,Export,Export Product share(%),7.85
Canada,Export,Export Product share(%),3.86
Canada,Export,Export Product share(%),23.18
Canada,Export,Export Product share(%),4.81
Canada,Export,Export Product share(%),0.76
Canada,Export,Export Product share(%),17.93
Canada,Export,Export Product share(%),5.93
Canada,Export,Export Product share(%),6.72
Canada,Import,Import Product share(%),35.99
Canada,Import,Import Product share(%),35.22
Canada,Import,Import Product share(%),17.72
Canada,Import,Import Product share(%),8.31
Switzerland,Export,Trade (US$ Mil)-Top 5 Export Partner,20291.82
Switzerland,Export,Trade (US$ Mil)-Top 5 Export Partner,0
Switzerland,Import,Trade (US$ Mil)-Top 5 Import Partner,16712.48
Switzerland,Export,Trade (US$ Mil)-Top 5 Export Partner,41453.74
Switzerland,Import,Trade (US$ Mil)-Top 5 Import Partner,52237.01
Switzerland,Export,Trade (US$ Mil)-Top 5 Export Partner,25344.34
Switzerland,Export,Trade (US$ Mil)-Top 5 Export Partner,21579.89
Switzerland,Export,Trade (US$ Mil)-Top 5 Export Partner,0
Switzerland,Import,Trade (US$ Mil)-Top 5 Import Partner,19583.13
Switzerland,Import,Trade (US$ Mil)-Top 5 Import Partner,0
Switzerland,Import,Trade (US$ Mil)-Top 5 Import Partner,0
Switzerland,Export,Trade (US$ Mil)-Top 5 Export Partner,0
Switzerland,Import,Trade (US$ Mil)-Top 5 Import Partner,32449.54
Switzerland,Export,Trade (US$ Mil)-Top 5 Export Partner,30805.33
Switzerland,Import,Trade (US$ Mil)-Top 5 Import Partner,20313.46
Switzerland,Export,Export(US$ Mil),830.19
Switzerland,Export,Export(US$ Mil),50402.43
Switzerland,Export,Export(US$ Mil),85436.29
Switzerland,Export,Export(US$ Mil),95988.73
Switzerland,Export,Export(US$ Mil),5763.95
Switzerland,Export,Export(US$ Mil),526.5
Switzerland,Export,Export(US$ Mil),2771.97
Switzerland,Export,Export(US$ Mil),593.68
Switzerland,Export,Export(US$ Mil),139788
Switzerland,Export,Export(US$ Mil),34610.86
Switzerland,Export,Export(US$ Mil),8451.47
Switzerland,Export,Export(US$ Mil),88.5
Switzerland,Export,Export(US$ Mil),44857.19
Switzerland,Export,Export(US$ Mil),4744.38
Switzerland,Export,Export(US$ Mil),1846.77
Switzerland,Export,Export(US$ Mil),90226.52
Switzerland,Export,Export(US$ Mil),2376.86
Switzerland,Export,Export(US$ Mil),6212.8
Switzerland,Export,Export(US$ Mil),2310.98
Switzerland,Export,Export(US$ Mil),2157.05
Switzerland,Export,Exports (in US$ Mil),291959.19
Switzerland,Import,Import(US$ Mil),42582.2
Switzerland,Import,Import(US$ Mil),83500.62
Switzerland,Import,Import(US$ Mil),117475.81
Switzerland,Import,Import(US$ Mil),7987.35
Switzerland,Import,Imports (in US$ Mil),253152.46
Switzerland,Export,Partner share(%)-Top 5 Export Partner,6.95
Switzerland,Export,Partner share(%)-Top 5 Export Partner,0
Switzerland,Import,Partner share(%)-Top 5 Import Partner,6.6
Switzerland,Export,Partner share(%)-Top 5 Export Partner,14.2
Switzerland,Import,Partner share(%)-Top 5 Import Partner,20.63
Switzerland,Export,Partner share(%)-Top 5 Export Partner,8.68
Switzerland,Export,Partner share(%)-Top 5 Export Partner,7.39
Switzerland,Export,Partner share(%)-Top 5 Export Partner,0
Switzerland,Import,Partner share(%)-Top 5 Import Partner,7.74
Switzerland,Import,Partner share(%)-Top 5 Import Partner,0
Switzerland,Import,Partner share(%)-Top 5 Import Partner,0
Switzerland,Export,Partner share(%)-Top 5 Export Partner,0
Switzerland,Import,Partner share(%)-Top 5 Import Partner,12.82
Switzerland,Export,Partner share(%)-Top 5 Export Partner,10.55
Switzerland,Import,Partner share(%)-Top 5 Import Partner,8.02
Switzerland,Export,Export Product share(%),0.28
Switzerland,Export,Export Product share(%),17.26
Switzerland,Export,Export Product share(%),29.26
Switzerland,Export,Export Product share(%),32.88
Switzerland,Export,Export Product share(%),1.97
Switzerland,Export,Export Product share(%),0.18
Switzerland,Export,Export Product share(%),0.95
Switzerland,Export,Export Product share(%),0.2
Switzerland,Export,Export Product share(%),47.88
Switzerland,Export,Export Product share(%),11.85
Switzerland,Export,Export Product share(%),2.89
Switzerland,Export,Export Product share(%),0.03
Switzerland,Export,Export Product share(%),15.36
Switzerland,Export,Export Product share(%),1.63
Switzerland,Export,Export Product share(%),0.63
Switzerland,Export,Export Product share(%),30.9
Switzerland,Export,Export Product share(%),0.81
Switzerland,Export,Export Product share(%),2.13
Switzerland,Export,Export Product share(%),0.79
Switzerland,Export,Export Product share(%),0.74
Switzerland,Import,Import Product share(%),16.82
Switzerland,Import,Import Product share(%),32.98
Switzerland,Import,Import Product share(%),46.41
Switzerland,Import,Import Product share(%),3.16
Chile,Export,Trade (US$ Mil)-Top 5 Export Partner,0
Chile,Import,Trade (US$ Mil)-Top 5 Import Partner,2516.61
Chile,Export,Trade (US$ Mil)-Top 5 Export Partner,3109.59
Chile,Import,Trade (US$ Mil)-Top 5 Import Partner,4857.53
Chile,Export,Trade (US$ Mil)-Top 5 Export Partner,16671.36
Chile,Import,Trade (US$ Mil)-Top 5 Import Partner,14799.64
Chile,Export,Trade (US$ Mil)-Top 5 Export Partner,0
Chile,Import,Trade (US$ Mil)-Top 5 Import Partner,2367.01
Chile,Export,Trade (US$ Mil)-Top 5 Export Partner,0
Chile,Export,Trade (US$ Mil)-Top 5 Export Partner,5458.35
Chile,Import,Trade (US$ Mil)-Top 5 Import Partner,0
Chile,Export,Trade (US$ Mil)-Top 5 Export Partner,4131.78
Chile,Import,Trade (US$ Mil)-Top 5 Import Partner,0
Chile,Export,Trade (US$ Mil)-Top 5 Export Partner,0
Chile,Import,Trade (US$ Mil)-Top 5 Import Partner,0
Chile,Export,Trade (US$ Mil)-Top 5 Export Partner,0
Chile,Export,Trade (US$ Mil)-Top 5 Export Partner,0
Chile,Export,Trade (US$ Mil)-Top 5 Export Partner,0
Chile,Export,Trade (US$ Mil)-Top 5 Export Partner,8262.17
Chile,Import,Trade (US$ Mil)-Top 5 Import Partner,11783.87
Chile,Import,Trade (US$ Mil)-Top 5 Import Partner,0
Chile,Export,Export(US$ Mil),5211.36
Chile,Export,Export(US$ Mil),1701.36
Chile,Export,Export(US$ Mil),2622.38
Chile,Export,Export(US$ Mil),7022.88
Chile,Export,Export(US$ Mil),4043.64
Chile,Export,Export(US$ Mil),148.43
Chile,Export,Export(US$ Mil),445.76
