Contry,Variable,Indicador,Valor
Aruba,Export,Trade (US$ Mil)-Top 5 Export Partner,21.89
Aruba,Import,Trade (US$ Mil)-Top 5 Import Partner,0
Aruba,Export,Trade (US$ Mil)-Top 5 Export Partner,13.44
Aruba,Import,Trade (US$ Mil)-Top 5 Import Partner,0
Aruba,Export,Trade (US$ Mil)-Top 5 Export Partner,7.76
Aruba,Import,Trade (US$ Mil)-Top 5 Import Partner,120.83
Aruba,Export,Trade (US$ Mil)-Top 5 Export Partner,0
Aruba,Import,Trade (US$ Mil)-Top 5 Import Partner,0
Aruba,Export,Trade (US$ Mil)-Top 5 Export Partner,0
Aruba,Import,Trade (US$ Mil)-Top 5 Import Partner,41.51
Aruba,Import,Trade (US$ Mil)-Top 5 Import Partner,0
Aruba,Import,Trade (US$ Mil)-Top 5 Import Partner,44.89
Aruba,Export,Trade (US$ Mil)-Top 5 Export Partner,5.6
Aruba,Import,Trade (US$ Mil)-Top 5 Import Partner,628.66
Aruba,Export,Trade (US$ Mil)-Top 5 Export Partner,14.35
Aruba,Import,Trade (US$ Mil)-Top 5 Import Partner,167.87
Aruba,Export,Trade (US$ Mil)-Top 5 Export Partner,0
Aruba,Import,Trade (US$ Mil)-Top 5 Import Partner,0
Aruba,Export,Export(US$ Mil),0.26
Aruba,Export,Export(US$ Mil),4.45
Aruba,Export,Export(US$ Mil),5.73
Aruba,Export,Export(US$ Mil),65.26
Aruba,Export,Export(US$ Mil),46.71
Aruba,Export,Export(US$ Mil),0.13
Aruba,Export,Export(US$ Mil),0.16
Aruba,Export,Export(US$ Mil),0.42
Aruba,Export,Export(US$ Mil),2.81
Aruba,Export,Export(US$ Mil),2.77
Aruba,Export,Export(US$ Mil),4.72
Aruba,Export,Export(US$ Mil),0.01
Aruba,Export,Export(US$ Mil),5.51
Aruba,Export,Export(US$ Mil),0.53
Aruba,Export,Export(US$ Mil),3.58
Aruba,Export,Export(US$ Mil),6.24
Aruba,Export,Export(US$ Mil),1.6
Aruba,Export,Export(US$ Mil),4.17
Aruba,Export,Export(US$ Mil),0.19
Aruba,Export,Export(US$ Mil),0.74
Aruba,Export,Exports (in US$ Mil),79.88
Aruba,Import,Import(US$ Mil),165.96
Aruba,Import,Import(US$ Mil),755.77
Aruba,Import,Import(US$ Mil),101.72
Aruba,Import,Import(US$ Mil),114.33
Aruba,Import,Imports (in US$ Mil),1165.01
Aruba,Export,Partner share(%)-Top 5 Export Partner,27.41
Aruba,Import,Partner share(%)-Top 5 Import Partner,0
Aruba,Export,Partner share(%)-Top 5 Export Partner,16.82
Aruba,Import,Partner share(%)-Top 5 Import Partner,0
Aruba,Export,Partner share(%)-Top 5 Export Partner,9.72
Aruba,Import,Partner share(%)-Top 5 Import Partner,10.37
Aruba,Export,Partner share(%)-Top 5 Export Partner,0
Aruba,Import,Partner share(%)-Top 5 Import Partner,0
Aruba,Export,Partner share(%)-Top 5 Export Partner,0
Aruba,Import,Partner share(%)-Top 5 Import Partner,3.56
Aruba,Import,Partner share(%)-Top 5 Import Partner,0
Aruba,Import,Partner share(%)-Top 5 Import Partner,3.85
Aruba,Export,Partner share(%)-Top 5 Export Partner,7.01
Aruba,Import,Partner share(%)-Top 5 Import Partner,53.96
Aruba,Export,Partner share(%)-Top 5 Export Partner,17.96
Aruba,Import,Partner share(%)-Top 5 Import Partner,14.41
Aruba,Export,Partner share(%)-Top 5 Export Partner,0
Aruba,Import,Partner share(%)-Top 5 Import Partner,0
Aruba,Export,Export Product share(%),0.33
Aruba,Export,Export Product share(%),5.58
Aruba,Export,Export Product share(%),7.18
Aruba,Export,Export Product share(%),81.69
Aruba,Export,Export Product share(%),58.48
Aruba,Export,Export Product share(%),0.16
Aruba,Export,Export Product share(%),0.2
Aruba,Export,Export Product share(%),0.53
Aruba,Export,Export Product share(%),3.52
Aruba,Export,Export Product share(%),3.46
Aruba,Export,Export Product share(%),5.9
Aruba,Export,Export Product share(%),0.01
Aruba,Export,Export Product share(%),6.89
Aruba,Export,Export Product share(%),0.66
Aruba,Export,Export Product share(%),4.49
Aruba,Export,Export Product share(%),7.81
Aruba,Export,Export Product share(%),2
Aruba,Export,Export Product share(%),5.22
Aruba,Export,Export Product share(%),0.23
Aruba,Export,Export Product share(%),0.93
Aruba,Import,Import Product share(%),14.25
Aruba,Import,Import Product share(%),64.87
Aruba,Import,Import Product share(%),8.73
Aruba,Import,Import Product share(%),9.81
Afghanistan,Export,Trade (US$ Mil)-Top 5 Export Partner,0
Afghanistan,Import,Trade (US$ Mil)-Top 5 Import Partner,1044
Afghanistan,Export,Trade (US$ Mil)-Top 5 Export Partner,0
Afghanistan,Import,Trade (US$ Mil)-Top 5 Import Partner,0
Afghanistan,Export,Trade (US$ Mil)-Top 5 Export Partner,188.87
Afghanistan,Export,Trade (US$ Mil)-Top 5 Export Partner,29.16
Afghanistan,Import,Trade (US$ Mil)-Top 5 Import Partner,1807.98
Afghanistan,Export,Trade (US$ Mil)-Top 5 Export Partner,0
Afghanistan,Import,Trade (US$ Mil)-Top 5 Import Partner,0
Afghanistan,Import,Trade (US$ Mil)-Top 5 Import Partner,426.84
Afghanistan,Export,Trade (US$ Mil)-Top 5 Export Partner,226.57
Afghanistan,Import,Trade (US$ Mil)-Top 5 Import Partner,1346.41
Afghanistan,Export,Trade (US$ Mil)-Top 5 Export Partner,18.51
Afghanistan,Import,Trade (US$ Mil)-Top 5 Import Partner,0
Afghanistan,Export,Trade (US$ Mil)-Top 5 Export Partner,0
Afghanistan,Import,Trade (US$ Mil)-Top 5 Import Partner,632.41
Afghanistan,Export,Trade (US$ Mil)-Top 5 Export Partner,24.44
Afghanistan,Export,Trade (US$ Mil)-Top 5 Export Partner,0
Afghanistan,Export,Trade (US$ Mil)-Top 5 Export Partner,0
Afghanistan,Import,Trade (US$ Mil)-Top 5 Import Partner,0
Afghanistan,Import,Trade (US$ Mil)-Top 5 Import Partner,0
Afghanistan,Export,Export(US$ Mil),2.19
Afghanistan,Export,Export(US$ Mil),0
Afghanistan,Export,Export(US$ Mil),0.05
Afghanistan,Export,Export(US$ Mil),132.33
Afghanistan,Export,Export(US$ Mil),0.24
Afghanistan,Export,Export(US$ Mil),0
Afghanistan,Export,Export(US$ Mil),19.72
Afghanistan,Export,Export(US$ Mil),0.35
Afghanistan,Export,Export(US$ Mil),2
Afghanistan,Export,Export(US$ Mil),0
Afghanistan,Export,Export(US$ Mil),0
Afghanistan,Export,Export(US$ Mil),6.09
Afghanistan,Export,Export(US$ Mil),93.52
Afghanistan,Export,Export(US$ Mil),0
Afghanistan,Export,Export(US$ Mil),343.56
Afghanistan,Export,Export(US$ Mil),0.06
Afghanistan,Export,Export(US$ Mil),90.18
Afghanistan,Export,Export(US$ Mil),0
Afghanistan,Export,Export(US$ Mil),359.01
Afghanistan,Export,Export(US$ Mil),0
Afghanistan,Export,Exports (in US$ Mil),571.4
Afghanistan,Import,Import(US$ Mil),509.18
Afghanistan,Import,Import(US$ Mil),1048.93
Afghanistan,Import,Import(US$ Mil),1491.24
Afghanistan,Import,Import(US$ Mil),1362.03
Afghanistan,Import,Imports (in US$ Mil),7722.87
Afghanistan,Export,Partner share(%)-Top 5 Export Partner,0
Afghanistan,Import,Partner share(%)-Top 5 Import Partner,13.52
Afghanistan,Export,Partner share(%)-Top 5 Export Partner,0
Afghanistan,Import,Partner share(%)-Top 5 Import Partner,0
Afghanistan,Export,Partner share(%)-Top 5 Export Partner,33.05
Afghanistan,Export,Partner share(%)-Top 5 Export Partner,5.1
Afghanistan,Import,Partner share(%)-Top 5 Import Partner,23.41
Afghanistan,Export,Partner share(%)-Top 5 Export Partner,0
Afghanistan,Import,Partner share(%)-Top 5 Import Partner,0
Afghanistan,Import,Partner share(%)-Top 5 Import Partner,5.53
Afghanistan,Export,Partner share(%)-Top 5 Export Partner,39.65
Afghanistan,Import,Partner share(%)-Top 5 Import Partner,17.43
Afghanistan,Export,Partner share(%)-Top 5 Export Partner,3.24
Afghanistan,Import,Partner share(%)-Top 5 Import Partner,0
Afghanistan,Export,Partner share(%)-Top 5 Export Partner,0
Afghanistan,Import,Partner share(%)-Top 5 Import Partner,8.19
Afghanistan,Export,Partner share(%)-Top 5 Export Partner,4.28
Afghanistan,Export,Partner share(%)-Top 5 Export Partner,0
Afghanistan,Export,Partner share(%)-Top 5 Export Partner,0
Afghanistan,Import,Partner share(%)-Top 5 Import Partner,0
Afghanistan,Import,Partner share(%)-Top 5 Import Partner,0
Afghanistan,Export,Export Product share(%),0.38
Afghanistan,Export,Export Product share(%),0
Afghanistan,Export,Export Product share(%),0.01
Afghanistan,Export,Export Product share(%),23.16
Afghanistan,Export,Export Product share(%),0.04
Afghanistan,Export,Export Product share(%),0
Afghanistan,Export,Export Product share(%),3.45
Afghanistan,Export,Export Product share(%),0.06
Afghanistan,Export,Export Product share(%),0.35
Afghanistan,Export,Export Product share(%),0
Afghanistan,Export,Export Product share(%),0
Afghanistan,Export,Export Product share(%),1.07
Afghanistan,Export,Export Product share(%),16.37
Afghanistan,Export,Export Product share(%),0
Afghanistan,Export,Export Product share(%),60.13
Afghanistan,Export,Export Product share(%),0.01
Afghanistan,Export,Export Product share(%),15.78
Afghanistan,Export,Export Product share(%),0
Afghanistan,Export,Export Product share(%),62.83
Afghanistan,Export,Export Product share(%),0
Afghanistan,Import,Import Product share(%),6.59
Afghanistan,Import,Import Product share(%),13.58
Afghanistan,Import,Import Product share(%),19.31
Afghanistan,Import,Import Product share(%),17.64
Anguila,Export,Trade (US$ Mil)-Top 5 Export Partner,0
Anguila,Export,Trade (US$ Mil)-Top 5 Export Partner,0
Anguila,Import,Trade (US$ Mil)-Top 5 Import Partner,0
Anguila,Import,Trade (US$ Mil)-Top 5 Import Partner,0
Anguila,Export,Trade (US$ Mil)-Top 5 Export Partner,0
Anguila,Import,Trade (US$ Mil)-Top 5 Import Partner,0
Anguila,Export,Trade (US$ Mil)-Top 5 Export Partner,0
Anguila,Import,Trade (US$ Mil)-Top 5 Import Partner,0
Anguila,Export,Trade (US$ Mil)-Top 5 Export Partner,0
Anguila,Import,Trade (US$ Mil)-Top 5 Import Partner,0
Anguila,Export,Trade (US$ Mil)-Top 5 Export Partner,0
Anguila,Import,Trade (US$ Mil)-Top 5 Import Partner,0
Anguila,Export,Trade (US$ Mil)-Top 5 Export Partner,0
Anguila,Export,Trade (US$ Mil)-Top 5 Export Partner,0
Anguila,Import,Trade (US$ Mil)-Top 5 Import Partner,0
Anguila,Export,Trade (US$ Mil)-Top 5 Export Partner,0
Anguila,Export,Trade (US$ Mil)-Top 5 Export Partner,0
Anguila,Import,Trade (US$ Mil)-Top 5 Import Partner,0
Anguila,Export,Trade (US$ Mil)-Top 5 Export Partner,0
Anguila,Import,Trade (US$ Mil)-Top 5 Import Partner,0
Anguila,Export,Export(US$ Mil),0
Anguila,Export,Export(US$ Mil),0
Anguila,Export,Export(US$ Mil),0
Anguila,Export,Export(US$ Mil),0
Anguila,Export,Export(US$ Mil),0
Anguila,Export,Export(US$ Mil),0
Anguila,Export,Export(US$ Mil),0
Anguila,Export,Export(US$ Mil),0
Anguila,Export,Export(US$ Mil),0
Anguila,Export,Export(US$ Mil),0
Anguila,Export,Export(US$ Mil),0
Anguila,Export,Export(US$ Mil),0
Anguila,Export,Export(US$ Mil),0
Anguila,Export,Export(US$ Mil),0
Anguila,Export,Export(US$ Mil),0
Anguila,Export,Export(US$ Mil),0
Anguila,Export,Export(US$ Mil),0
Anguila,Export,Export(US$ Mil),0
Anguila,Export,Export(US$ Mil),0
Anguila,Export,Export(US$ Mil),0
Anguila,Export,Exports (in US$ Mil),0
Anguila,Import,Import(US$ Mil),0
Anguila,Import,Import(US$ Mil),0
Anguila,Import,Import(US$ Mil),0
Anguila,Import,Import(US$ Mil),0
Anguila,Import,Imports (in US$ Mil),0
Anguila,Export,Partner share(%)-Top 5 Export Partner,0
Anguila,Export,Partner share(%)-Top 5 Export Partner,0
Anguila,Import,Partner share(%)-Top 5 Import Partner,0
Anguila,Import,Partner share(%)-Top 5 Import Partner,0
Anguila,Export,Partner share(%)-Top 5 Export Partner,0
Anguila,Import,Partner share(%)-Top 5 Import Partner,0
Anguila,Export,Partner share(%)-Top 5 Export Partner,0
Anguila,Import,Partner share(%)-Top 5 Import Partner,0
Anguila,Export,Partner share(%)-Top 5 Export Partner,0
Anguila,Import,Partner share(%)-Top 5 Import Partner,0
Anguila,Export,Partner share(%)-Top 5 Export Partner,0
Anguila,Import,Partner share(%)-Top 5 Import Partner,0
Anguila,Export,Partner share(%)-Top 5 Export Partner,0
Anguila,Export,Partner share(%)-Top 5 Export Partner,0
Anguila,Import,Partner share(%)-Top 5 Import Partner,0
Anguila,Export,Partner share(%)-Top 5 Export Partner,0
Anguila,Export,Partner share(%)-Top 5 Export Partner,0
Anguila,Import,Partner share(%)-Top 5 Import Partner,0
Anguila,Export,Partner share(%)-Top 5 Export Partner,0
Anguila,Import,Partner share(%)-Top 5 Import Partner,0
Anguila,Export,Export Product share(%),0
Anguila,Export,Export Product share(%),0
Anguila,Export,Export Product share(%),0
Anguila,Export,Export Product share(%),0
Anguila,Export,Export Product share(%),0
Anguila,Export,Export Product share(%),0
Anguila,Export,Export Product share(%),0
Anguila,Export,Export Product share(%),0
Anguila,Export,Export Product share(%),0
Anguila,Export,Export Product share(%),0
Anguila,Export,Export Product share(%),0
Anguila,Export,Export Product share(%),0
Anguila,Export,Export Product share(%),0
Anguila,Export,Export Product share(%),0
Anguila,Export,Export Product share(%),0
Anguila,Export,Export Product share(%),0
Anguila,Export,Export Product share(%),0
Anguila,Export,Export Product share(%),0
Anguila,Export,Export Product share(%),0
Anguila,Export,Export Product share(%),0
Anguila,Import,Import Product share(%),0
Anguila,Import,Import Product share(%),0
Anguila,Import,Import Product share(%),0
Anguila,Import,Import Product share(%),0
Albania,Export,Trade (US$ Mil)-Top 5 Export Partner,0
Albania,Import,Trade (US$ Mil)-Top 5 Import Partner,0
Albania,Export,Trade (US$ Mil)-Top 5 Export Partner,0
Albania,Import,Trade (US$ Mil)-Top 5 Import Partner,369.41
Albania,Export,Trade (US$ Mil)-Top 5 Export Partner,0
Albania,Export,Trade (US$ Mil)-Top 5 Export Partner,0
Albania,Export,Trade (US$ Mil)-Top 5 Export Partner,0
Albania,Import,Trade (US$ Mil)-Top 5 Import Partner,288.36
Albania,Export,Trade (US$ Mil)-Top 5 Export Partner,75.47
Albania,Import,Trade (US$ Mil)-Top 5 Import Partner,338.88
Albania,Export,Trade (US$ Mil)-Top 5 Export Partner,981.58
Albania,Import,Trade (US$ Mil)-Top 5 Import Partner,1308.87
Albania,Export,Trade (US$ Mil)-Top 5 Export Partner,0
Albania,Export,Trade (US$ Mil)-Top 5 Export Partner,88.95
Albania,Export,Trade (US$ Mil)-Top 5 Export Partner,0
Albania,Export,Trade (US$ Mil)-Top 5 Export Partner,191.43
Albania,Export,Trade (US$ Mil)-Top 5 Export Partner,0
Albania,Export,Trade (US$ Mil)-Top 5 Export Partner,100.04
Albania,Export,Trade (US$ Mil)-Top 5 Export Partner,0
Albania,Import,Trade (US$ Mil)-Top 5 Import Partner,346.85
Albania,Import,Trade (US$ Mil)-Top 5 Import Partner,0
Albania,Export,Trade (US$ Mil)-Top 5 Export Partner,0
Albania,Import,Trade (US$ Mil)-Top 5 Import Partner,0
Albania,Export,Export(US$ Mil),19.44
Albania,Export,Export(US$ Mil),54.36
Albania,Export,Export(US$ Mil),8.77
Albania,Export,Export(US$ Mil),713.32
Albania,Export,Export(US$ Mil),44.08
Albania,Export,Export(US$ Mil),341.06
Albania,Export,Export(US$ Mil),170.01
Albania,Export,Export(US$ Mil),17.82
Albania,Export,Export(US$ Mil),413.46
Albania,Export,Export(US$ Mil),44.39
Albania,Export,Export(US$ Mil),188.21
Albania,Export,Export(US$ Mil),136.32
Albania,Export,Export(US$ Mil),467.41
Albania,Export,Export(US$ Mil),9.11
Albania,Export,Export(US$ Mil),303.64
Albania,Export,Export(US$ Mil),9.73
Albania,Export,Export(US$ Mil),322.55
Albania,Export,Export(US$ Mil),8.73
Albania,Export,Export(US$ Mil),76.76
Albania,Export,Export(US$ Mil),65.26
Albania,Export,Exports (in US$ Mil),1929.66
Albania,Import,Import(US$ Mil),547.36
Albania,Import,Import(US$ Mil),1833.23
Albania,Import,Import(US$ Mil),959.43
Albania,Import,Import(US$ Mil),312.54
Albania,Import,Imports (in US$ Mil),4320.22
Albania,Export,Partner share(%)-Top 5 Export Partner,0
Albania,Import,Partner share(%)-Top 5 Import Partner,0
Albania,Export,Partner share(%)-Top 5 Export Partner,0
Albania,Import,Partner share(%)-Top 5 Import Partner,8.55
Albania,Export,Partner share(%)-Top 5 Export Partner,0
Albania,Export,Partner share(%)-Top 5 Export Partner,0
Albania,Export,Partner share(%)-Top 5 Export Partner,0
Albania,Import,Partner share(%)-Top 5 Import Partner,6.67
Albania,Export,Partner share(%)-Top 5 Export Partner,3.91
Albania,Import,Partner share(%)-Top 5 Import Partner,7.84
Albania,Export,Partner share(%)-Top 5 Export Partner,50.87
Albania,Import,Partner share(%)-Top 5 Import Partner,30.3
Albania,Export,Partner share(%)-Top 5 Export Partner,0
Albania,Export,Partner share(%)-Top 5 Export Partner,4.61
Albania,Export,Partner share(%)-Top 5 Export Partner,0
Albania,Export,Partner share(%)-Top 5 Export Partner,9.92
Albania,Export,Partner share(%)-Top 5 Export Partner,0
Albania,Export,Partner share(%)-Top 5 Export Partner,5.18
Albania,Export,Partner share(%)-Top 5 Export Partner,0
Albania,Import,Partner share(%)-Top 5 Import Partner,8.03
Albania,Import,Partner share(%)-Top 5 Import Partner,0
Albania,Export,Partner share(%)-Top 5 Export Partner,0
Albania,Import,Partner share(%)-Top 5 Import Partner,0
Albania,Export,Export Product share(%),1.01
Albania,Export,Export Product share(%),2.82
Albania,Export,Export Product share(%),0.45
Albania,Export,Export Product share(%),36.97
Albania,Export,Export Product share(%),2.28
Albania,Export,Export Product share(%),17.67
Albania,Export,Export Product share(%),8.81
Albania,Export,Export Product share(%),0.92
Albania,Export,Export Product share(%),21.43
Albania,Export,Export Product share(%),2.3
Albania,Export,Export Product share(%),9.75
Albania,Export,Export Product share(%),7.06
Albania,Export,Export Product share(%),24.22
Albania,Export,Export Product share(%),0.47
Albania,Export,Export Product share(%),15.74
Albania,Export,Export Product share(%),0.5
Albania,Export,Export Product share(%),16.72
Albania,Export,Export Product share(%),0.45
Albania,Export,Export Product share(%),3.98
Albania,Export,Export Product share(%),3.38
Albania,Import,Import Product share(%),12.67
Albania,Import,Import Product share(%),42.43
Albania,Import,Import Product share(%),22.21
Albania,Import,Import Product share(%),7.23
Andorra,Export,Trade (US$ Mil)-Top 5 Export Partner,0
Andorra,Export,Trade (US$ Mil)-Top 5 Export Partner,0
Andorra,Import,Trade (US$ Mil)-Top 5 Import Partner,0
Andorra,Export,Trade (US$ Mil)-Top 5 Export Partner,0
Andorra,Import,Trade (US$ Mil)-Top 5 Import Partner,0
Andorra,Export,Trade (US$ Mil)-Top 5 Export Partner,0
Andorra,Import,Trade (US$ Mil)-Top 5 Import Partner,0
Andorra,Export,Trade (US$ Mil)-Top 5 Export Partner,0
Andorra,Export,Trade (US$ Mil)-Top 5 Export Partner,0
Andorra,Export,Trade (US$ Mil)-Top 5 Export Partner,0
Andorra,Import,Trade (US$ Mil)-Top 5 Import Partner,0
Andorra,Export,Trade (US$ Mil)-Top 5 Export Partner,0
Andorra,Import,Trade (US$ Mil)-Top 5 Import Partner,0
Andorra,Export,Trade (US$ Mil)-Top 5 Export Partner,0
Andorra,Export,Trade (US$ Mil)-Top 5 Export Partner,0
Andorra,Export,Trade (US$ Mil)-Top 5 Export Partner,0
Andorra,Export,Trade (US$ Mil)-Top 5 Export Partner,0
Andorra,Export,Trade (US$ Mil)-Top 5 Export Partner,0
Andorra,Export,Trade (US$ Mil)-Top 5 Export Partner,0
Andorra,Import,Trade (US$ Mil)-Top 5 Import Partner,0
Andorra,Export,Trade (US$ Mil)-Top 5 Export Partner,0
Andorra,Import,Trade (US$ Mil)-Top 5 Import Partner,0
Andorra,Export,Trade (US$ Mil)-Top 5 Export Partner,0
Andorra,Import,Trade (US$ Mil)-Top 5 Import Partner,0
Andorra,Export,Trade (US$ Mil)-Top 5 Export Partner,0
Andorra,Import,Trade (US$ Mil)-Top 5 Import Partner,0
Andorra,Export,Export(US$ Mil),0
Andorra,Export,Export(US$ Mil),0
Andorra,Export,Export(US$ Mil),0
Andorra,Export,Export(US$ Mil),0
Andorra,Export,Export(US$ Mil),0
Andorra,Export,Export(US$ Mil),0
Andorra,Export,Export(US$ Mil),0
Andorra,Export,Export(US$ Mil),0
Andorra,Export,Export(US$ Mil),0
Andorra,Export,Export(US$ Mil),0
Andorra,Export,Export(US$ Mil),0
Andorra,Export,Export(US$ Mil),0
Andorra,Export,Export(US$ Mil),0
Andorra,Export,Export(US$ Mil),0
Andorra,Export,Export(US$ Mil),0
Andorra,Export,Export(US$ Mil),0
Andorra,Export,Export(US$ Mil),0
Andorra,Export,Export(US$ Mil),0
Andorra,Export,Export(US$ Mil),0
Andorra,Export,Export(US$ Mil),0
Andorra,Export,Exports (in US$ Mil),0
Andorra,Import,Import(US$ Mil),0
Andorra,Import,Import(US$ Mil),0
Andorra,Import,Import(US$ Mil),0
Andorra,Import,Import(US$ Mil),0
Andorra,Import,Imports (in US$ Mil),0
Andorra,Export,Partner share(%)-Top 5 Export Partner,0
Andorra,Export,Partner share(%)-Top 5 Export Partner,0
Andorra,Import,Partner share(%)-Top 5 Import Partner,0
Andorra,Export,Partner share(%)-Top 5 Export Partner,0
Andorra,Import,Partner share(%)-Top 5 Import Partner,0
Andorra,Export,Partner share(%)-Top 5 Export Partner,0
Andorra,Import,Partner share(%)-Top 5 Import Partner,0
Andorra,Export,Partner share(%)-Top 5 Export Partner,0
Andorra,Export,Partner share(%)-Top 5 Export Partner,0
Andorra,Export,Partner share(%)-Top 5 Export Partner,0
Andorra,Import,Partner share(%)-Top 5 Import Partner,0
Andorra,Export,Partner share(%)-Top 5 Export Partner,0
Andorra,Import,Partner share(%)-Top 5 Import Partner,0
Andorra,Export,Partner share(%)-Top 5 Export Partner,0
Andorra,Export,Partner share(%)-Top 5 Export Partner,0
Andorra,Export,Partner share(%)-Top 5 Export Partner,0
Andorra,Export,Partner share(%)-Top 5 Export Partner,0
Andorra,Export,Partner share(%)-Top 5 Export Partner,0
Andorra,Export,Partner share(%)-Top 5 Export Partner,0
Andorra,Import,Partner share(%)-Top 5 Import Partner,0
Andorra,Export,Partner share(%)-Top 5 Export Partner,0
Andorra,Import,Partner share(%)-Top 5 Import Partner,0
Andorra,Export,Partner share(%)-Top 5 Export Partner,0
Andorra,Import,Partner share(%)-Top 5 Import Partner,0
Andorra,Export,Partner share(%)-Top 5 Export Partner,0
Andorra,Import,Partner share(%)-Top 5 Import Partner,0
Andorra,Export,Export Product share(%),0
Andorra,Export,Export Product share(%),0
Andorra,Export,Export Product share(%),0
Andorra,Export,Export Product share(%),0
Andorra,Export,Export Product share(%),0
Andorra,Export,Export Product share(%),0
Andorra,Export,Export Product share(%),0
Andorra,Export,Export Product share(%),0
Andorra,Export,Export Product share(%),0
Andorra,Export,Export Product share(%),0
Andorra,Export,Export Product share(%),0
Andorra,Export,Export Product share(%),0
Andorra,Export,Export Product share(%),0
Andorra,Export,Export Product share(%),0
Andorra,Export,Export Product share(%),0
Andorra,Export,Export Product share(%),0
Andorra,Export,Export Product share(%),0
Andorra,Export,Export Product share(%),0
Andorra,Export,Export Product share(%),0
Andorra,Export,Export Product share(%),0
Andorra,Import,Import Product share(%),0
Andorra,Import,Import Product share(%),0
Andorra,Import,Import Product share(%),0
Andorra,Import,Import Product share(%),0
Argentina,Import,Trade (US$ Mil)-Top 5 Import Partner,0
Argentina,Export,Trade (US$ Mil)-Top 5 Export Partner,10099.06
Argentina,Import,Trade (US$ Mil)-Top 5 Import Partner,13006.16
Argentina,Export,Trade (US$ Mil)-Top 5 Export Partner,2403.27
Argentina,Export,Trade (US$ Mil)-Top 5 Export Partner,5173.79
Argentina,Import,Trade (US$ Mil)-Top 5 Import Partner,11742.52
Argentina,Import,Trade (US$ Mil)-Top 5 Import Partner,0
Argentina,Export,Trade (US$ Mil)-Top 5 Export Partner,0
Argentina,Import,Trade (US$ Mil)-Top 5 Import Partner,3130.09
Argentina,Export,Trade (US$ Mil)-Top 5 Export Partner,2003.21
Argentina,Export,Trade (US$ Mil)-Top 5 Export Partner,0
Argentina,Import,Trade (US$ Mil)-Top 5 Import Partner,0
Argentina,Import,Trade (US$ Mil)-Top 5 Import Partner,0
Argentina,Import,Trade (US$ Mil)-Top 5 Import Partner,1822.17
Argentina,Export,Trade (US$ Mil)-Top 5 Export Partner,0
Argentina,Export,Trade (US$ Mil)-Top 5 Export Partner,0
Argentina,Export,Trade (US$ Mil)-Top 5 Export Partner,3432.52
Argentina,Import,Trade (US$ Mil)-Top 5 Import Partner,7700.48
Argentina,Export,Trade (US$ Mil)-Top 5 Export Partner,0
Argentina,Import,Trade (US$ Mil)-Top 5 Import Partner,0
Argentina,Export,Trade (US$ Mil)-Top 5 Export Partner,0
Argentina,Export,Trade (US$ Mil)-Top 5 Export Partner,0
Argentina,Export,Export(US$ Mil),3933.8
Argentina,Export,Export(US$ Mil),5782.07
Argentina,Export,Export(US$ Mil),4427.61
Argentina,Export,Export(US$ Mil),9635.66
Argentina,Export,Export(US$ Mil),13782.49
Argentina,Export,Export(US$ Mil),16.85
Argentina,Export,Export(US$ Mil),1444.15
Argentina,Export,Export(US$ Mil),883.48
Argentina,Export,Export(US$ Mil),24783.78
Argentina,Export,Export(US$ Mil),1375.22
Argentina,Export,Export(US$ Mil),1343.79
Argentina,Export,Export(US$ Mil),808.78
Argentina,Export,Export(US$ Mil),1161.46
Argentina,Export,Export(US$ Mil),1178.62
Argentina,Export,Export(US$ Mil),15527.62
Argentina,Export,Export(US$ Mil),2631.15
Argentina,Export,Export(US$ Mil),406.94
Argentina,Export,Export(US$ Mil),6282.62
Argentina,Export,Export(US$ Mil),16516.32
Argentina,Export,Export(US$ Mil),594.69
Argentina,Export,Exports (in US$ Mil),56787.98
Argentina,Import,Import(US$ Mil),23452.54
Argentina,Import,Import(US$ Mil),18679.05
Argentina,Import,Import(US$ Mil),14500.27
Argentina,Import,Import(US$ Mil),2154.92
Argentina,Import,Imports (in US$ Mil),59756.51
Argentina,Import,Partner share(%)-Top 5 Import Partner,0
Argentina,Export,Partner share(%)-Top 5 Export Partner,17.78
Argentina,Import,Partner share(%)-Top 5 Import Partner,21.77
Argentina,Export,Partner share(%)-Top 5 Export Partner,4.23
Argentina,Export,Partner share(%)-Top 5 Export Partner,9.11
Argentina,Import,Partner share(%)-Top 5 Import Partner,19.65
Argentina,Import,Partner share(%)-Top 5 Import Partner,0
Argentina,Export,Partner share(%)-Top 5 Export Partner,0
Argentina,Import,Partner share(%)-Top 5 Import Partner,5.24
Argentina,Export,Partner share(%)-Top 5 Export Partner,3.53
Argentina,Export,Partner share(%)-Top 5 Export Partner,0
Argentina,Import,Partner share(%)-Top 5 Import Partner,0
Argentina,Import,Partner share(%)-Top 5 Import Partner,0
Argentina,Import,Partner share(%)-Top 5 Import Partner,3.05
Argentina,Export,Partner share(%)-Top 5 Export Partner,0
Argentina,Export,Partner share(%)-Top 5 Export Partner,0
Argentina,Export,Partner share(%)-Top 5 Export Partner,6.04
Argentina,Import,Partner share(%)-Top 5 Import Partner,12.89
Argentina,Export,Partner share(%)-Top 5 Export Partner,0
Argentina,Import,Partner share(%)-Top 5 Import Partner,0
Argentina,Export,Partner share(%)-Top 5 Export Partner,0
Argentina,Export,Partner share(%)-Top 5 Export Partner,0
